rep,mes,mk1,mk2,mk3,mk4,mutr,muta,mut_sp1,mut_sp2
26,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.92303e-07,3.46758e-07
27,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.26015e-07,5.61151e-07
28,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.89945e-07,7.85478e-07
29,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.09189e-07,3.78229e-07
30,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.89772e-07,2.67082e-07
31,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.38883e-07,9.40502e-07
32,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.36401e-07,5.97464e-07
33,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.57022e-07,9.65184e-07
34,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.12245e-07,4.69128e-07
35,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.44167e-07,4.64871e-07
36,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.3909e-07,6.21573e-07
37,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.80579e-07,3.79694e-07
38,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.17593e-07,9.43902e-07
39,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.41424e-07,2.03821e-07
40,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.55359e-07,5.43831e-07
41,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.81073e-07,1.02421e-07
42,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.73807e-07,4.02311e-07
43,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.54258e-07,7.90716e-07
44,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.30028e-07,7.62583e-07
45,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.75102e-07,4.00472e-07
46,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.51111e-07,8.60063e-07
47,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.99542e-07,3.42787e-07
48,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.15632e-07,3.9758e-07
49,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.19319e-07,4.36672e-07
50,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.59221e-07,3.01663e-07
51,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.54829e-07,8.63721e-07
52,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.49788e-07,3.72245e-07
53,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.6941e-07,7.49397e-07
54,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.40227e-07,7.65101e-07
55,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.97613e-07,8.90771e-07
56,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.68579e-07,6.89677e-07
57,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.79172e-07,5.96308e-07
58,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.95437e-07,6.50332e-07
59,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.81664e-07,5.6003e-07
60,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.27152e-07,3.7068e-07
61,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.83688e-07,3.4597e-07
62,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.84396e-07,4.84283e-07
63,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.38185e-07,7.19628e-07
64,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.7849e-07,9.71966e-07
65,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.47187e-07,2.03563e-07
66,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.922e-07,4.20235e-07
67,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.992e-07,4.39386e-07
68,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.15729e-07,3.61907e-07
69,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.23263e-07,1.32988e-07
70,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.90502e-07,4.39984e-07
71,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.77779e-07,4.23653e-07
72,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.32905e-07,8.95497e-07
73,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.7819e-07,4.93839e-07
74,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.40141e-07,2.22172e-07
75,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.76195e-07,2.06452e-07
76,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.31815e-07,6.08269e-07
77,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.23577e-07,1.12059e-07
78,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.37839e-07,4.39681e-07
79,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.20992e-07,9.05615e-07
80,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.35599e-07,3.49486e-07
81,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.76094e-07,8.43853e-07
82,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.30776e-07,6.18934e-07
83,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.69034e-07,8.45423e-07
84,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.60098e-07,2.8953e-07
85,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.4799e-07,7.72834e-07
86,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.52737e-07,2.34648e-07
87,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.18235e-07,2.11046e-07
88,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.81693e-07,2.76412e-07
89,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.15188e-07,7.62031e-07
90,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.32952e-07,5.28781e-07
91,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.71785e-07,4.06993e-07
92,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.96485e-07,2.42166e-07
93,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.06737e-07,1.05439e-07
94,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.30063e-07,2.89109e-07
95,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.28438e-07,1.71724e-07
96,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.18163e-07,1.55115e-07
97,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.23711e-07,2.20473e-07
98,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.51389e-07,3.49415e-07
99,1,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.60547e-07,8.28448e-07
0,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.01896e-07,6.08609e-07
1,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.70115e-07,3.2254e-07
2,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.04813e-07,4.10001e-07
3,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.22686e-07,7.46933e-07
4,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.90799e-07,1.06939e-07
5,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.41e-07,7.4195e-07
6,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.18857e-07,8.25263e-07
7,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.16922e-07,8.07676e-07
8,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.7522e-07,1.27245e-07
9,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.66127e-07,3.01228e-07
10,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.70613e-07,1.09938e-07
11,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.56163e-07,8.58044e-07
12,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.10714e-07,5.93727e-07
13,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.78771e-07,6.26396e-07
14,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.42416e-07,9.15866e-07
15,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.10732e-07,3.43142e-07
16,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.89022e-07,7.1037e-07
17,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.83859e-07,1.19223e-07
18,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.83805e-07,2.88679e-07
19,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.37957e-07,7.40459e-07
20,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.19381e-07,2.28732e-07
21,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.80309e-07,7.15619e-07
22,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.15866e-07,3.6874e-07
23,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.6133e-07,4.21662e-07
24,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.67276e-07,2.86263e-07
25,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.54581e-07,5.76383e-07
26,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.98882e-07,6.88523e-07
27,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.96377e-07,5.20993e-07
28,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.71582e-07,2.7073e-07
29,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.60087e-07,9.45463e-07
30,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.42365e-07,7.80905e-07
31,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.5052e-07,9.6176e-07
32,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.02926e-07,2.23287e-07
33,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.57082e-07,8.05682e-07
34,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.17989e-07,2.76629e-07
35,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.29931e-07,1.13185e-07
36,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.37174e-07,4.45392e-07
37,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.05582e-07,7.40715e-07
38,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.37876e-07,1.41004e-07
39,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.18986e-07,5.59692e-07
40,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.08298e-07,4.81823e-07
41,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.36227e-07,1.0096e-07
42,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.66789e-07,1.04125e-07
43,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.89845e-07,4.40941e-07
44,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.64567e-07,6.38988e-07
45,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.30062e-07,1.84751e-07
46,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.08841e-07,7.84373e-07
47,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.27906e-07,2.05709e-07
48,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.54493e-07,8.774e-07
49,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.24681e-07,7.80231e-07
50,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.13083e-07,6.56588e-07
51,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.84025e-07,9.23092e-07
52,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.29736e-07,9.87454e-07
53,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.5772e-07,2.12719e-07
54,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.75454e-07,2.23426e-07
55,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.22145e-07,3.7997e-07
56,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.01956e-07,8.57649e-07
57,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.355e-07,3.98457e-07
58,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.96797e-07,4.39887e-07
59,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.11358e-07,9.13042e-07
60,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.35434e-07,8.86839e-07
61,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.53649e-07,6.69373e-07
62,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.32613e-07,9.58453e-07
63,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.35917e-07,6.55735e-07
64,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.91036e-07,8.25017e-07
65,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.11034e-07,9.64087e-07
66,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.73528e-07,1.80909e-07
67,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.22292e-07,1.55037e-07
68,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.1721e-07,2.7044e-07
69,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.4602e-07,2.07808e-07
70,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.46579e-07,6.39597e-07
71,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.54116e-07,8.24261e-07
72,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.71435e-07,7.78242e-07
73,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.84968e-07,2.29018e-07
74,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.43355e-07,5.47966e-07
75,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.67272e-07,5.96234e-07
76,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.89642e-07,9.46688e-07
77,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.07821e-07,8.99342e-07
78,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.7485e-07,6.8575e-07
79,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.44274e-07,5.77682e-07
80,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.70494e-07,5.78765e-07
81,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.48568e-07,5.85778e-07
82,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.75803e-07,3.49266e-07
83,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.0128e-07,7.69344e-07
84,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.15948e-07,6.49575e-07
85,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.8835e-07,6.52241e-07
86,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.78637e-07,7.57438e-07
87,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.60057e-07,1.34323e-07
88,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.19495e-07,7.69217e-07
89,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.67341e-07,5.86434e-07
90,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.78559e-07,3.15691e-07
91,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.13367e-07,1.33756e-07
92,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.88299e-07,6.75981e-07
93,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.5291e-07,1.28439e-07
94,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.9399e-07,4.60458e-07
95,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.76392e-07,4.48727e-07
96,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.76047e-07,2.75057e-07
97,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.41119e-07,2.4372e-07
98,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.31368e-07,6.66823e-07
99,2,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.50547e-07,9.47005e-07
0,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.78267e-07,2.4111e-07
1,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.22628e-07,3.38945e-07
2,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.12755e-07,2.21184e-07
3,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.70002e-07,7.1414e-07
4,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.44859e-07,6.35997e-07
5,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.54577e-07,9.51678e-07
6,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.61527e-07,4.50827e-07
7,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.72222e-07,7.25696e-07
8,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.74818e-07,7.07818e-07
9,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.39177e-07,6.24816e-07
10,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.81322e-07,7.30683e-07
11,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.46241e-07,9.41495e-07
12,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.59571e-07,4.43462e-07
13,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.66016e-07,3.24983e-07
14,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.0536e-07,5.17747e-07
15,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.83103e-07,6.28485e-07
16,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.79817e-07,8.08908e-07
17,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.10091e-07,4.10549e-07
18,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.9628e-07,8.6339e-07
19,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.28104e-07,3.86823e-07
20,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.05211e-07,4.02592e-07
21,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.94676e-07,3.91098e-07
22,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.87542e-07,8.75973e-07
23,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.02294e-07,6.76462e-07
24,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.58304e-07,2.34961e-07
25,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.31423e-07,6.66883e-07
26,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.63143e-07,2.91944e-07
27,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.84925e-07,4.67875e-07
28,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.84879e-07,8.29354e-07
29,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.0314e-07,2.29088e-07
30,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.61139e-07,7.30074e-07
31,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.67234e-07,9.37397e-07
32,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.76915e-07,5.67367e-07
33,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.76325e-07,4.5649e-07
34,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.46908e-07,9.67376e-07
35,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.73417e-07,1.86622e-07
36,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.58677e-07,2.55275e-07
37,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.99523e-07,6.4342e-07
38,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.8027e-07,5.05369e-07
39,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.06028e-07,4.96765e-07
40,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.77679e-07,9.58297e-07
41,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.70362e-07,5.83611e-07
42,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.44482e-07,9.04219e-07
43,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.11411e-07,1.80983e-07
44,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.84139e-07,4.20238e-07
45,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.08932e-07,4.11217e-07
46,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.85095e-07,9.28678e-07
47,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.14241e-07,4.44941e-07
48,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.27541e-07,1.33932e-07
49,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.77535e-07,5.8695e-07
50,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.30323e-07,7.13624e-07
51,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.9241e-07,2.10016e-07
52,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.91525e-07,9.7967e-07
53,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.45854e-07,5.5212e-07
54,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.96449e-07,2.42397e-07
55,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.93183e-07,5.70647e-07
56,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.29759e-07,8.66424e-07
57,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.68618e-07,7.10742e-07
58,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.89197e-07,2.83877e-07
59,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.55394e-07,5.24955e-07
60,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.55089e-07,8.8018e-07
61,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.56842e-07,1.72389e-07
62,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.52615e-07,9.27111e-07
63,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.26477e-07,4.45076e-07
64,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.52287e-07,1.65096e-07
65,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.46256e-07,9.94702e-07
66,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.70302e-07,4.9714e-07
67,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.4685e-07,8.46362e-07
68,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.38166e-07,6.13856e-07
69,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.22981e-07,4.14379e-07
70,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.81763e-07,8.90422e-07
71,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.36662e-07,5.67284e-07
72,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.83116e-07,7.5007e-07
73,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.13795e-07,9.73123e-07
74,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.02286e-07,4.16298e-07
75,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.11889e-07,6.13258e-07
76,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.64431e-07,1.75897e-07
77,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.02929e-07,5.47825e-07
78,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.83153e-07,5.40201e-07
79,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.53691e-07,4.15658e-07
80,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.81829e-07,7.28436e-07
81,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.07529e-07,6.11977e-07
82,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.94058e-07,6.50328e-07
83,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.07419e-07,9.65617e-07
84,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.90743e-07,4.32109e-07
85,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.69277e-07,4.06626e-07
86,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.86799e-07,8.27971e-07
87,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.85603e-07,3.67099e-07
88,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.67604e-07,7.09541e-07
89,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.12875e-07,4.63606e-07
90,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.27214e-07,5.02041e-07
91,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.95565e-07,9.15576e-07
92,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.52557e-07,2.70325e-07
93,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.81047e-07,5.94687e-07
94,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.776e-07,1.77895e-07
95,3,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.47295e-07,1.96543e-07
